,Brake,Steer,Throttle,accelX,accelY,accelZ,altitude,distance,gyroX,gyroY,gyroZ,heading,latitude,locX,locY,locZ,longitude,sinif,speed
0,0.0,0.0,0.0,0.0006237616762518883,-8.742684440221637e-05,9.810003280639648,2.7677419185638428,142.6714845357453,0.0,0.0,0.0,270.853856291767,49.00005715963519,142.530029296875,-6.35156774520874,-0.028904037550091743,8.001937786828346,veri,0.0
1,0.0,0.0,0.0,0.0006237616762518883,-8.742684440221637e-05,9.810003280639648,2.7677419185638428,142.6714845357453,0.0,0.0,0.0,270.853856291767,49.00005715963519,142.530029296875,-6.35156774520874,-0.028904037550091743,8.001937786828346,veri,0.0
2,0.0,0.0,0.0,0.0006237616762518883,-8.742684440221637e-05,9.810003280639648,2.7677419185638428,142.6714845357453,0.0,0.0,0.0,270.853856291767,49.00005715963519,142.530029296875,-6.35156774520874,-0.028904037550091743,8.001937786828346,veri,0.0
3,0.0,0.0,0.0,0.0006237616762518883,-8.742684440221637e-05,9.810003280639648,2.7677419185638428,142.6714845357453,0.0,0.0,0.0,270.853856291767,49.00005715963519,142.530029296875,-6.35156774520874,-0.028904037550091743,8.001937786828346,veri,0.0
4,0.0,0.0,0.0,0.0006237616762518883,-8.742684440221637e-05,9.810003280639648,2.7677419185638428,142.6714845357453,0.0,0.0,0.0,270.853856291767,49.00005715963519,142.530029296875,-6.35156774520874,-0.028904037550091743,8.001937786828346,veri,0.0
5,0.0,0.0,0.0,0.0006237616762518883,-8.742684440221637e-05,9.810003280639648,2.7677419185638428,142.6714845357453,0.0,0.0,0.0,270.853856291767,49.00005715963519,142.530029296875,-6.35156774520874,-0.028904037550091743,8.001937786828346,veri,0.0
6,0.0,0.0,0.0,0.0006237616762518883,-8.742684440221637e-05,9.810003280639648,2.7677419185638428,142.6714845357453,0.0,0.0,0.0,270.853856291767,49.00005715963519,142.530029296875,-6.35156774520874,-0.028904037550091743,8.001937786828346,veri,0.0
7,0.0,0.0,0.0,-0.0018736161291599274,0.00010604885028442368,9.809993743896484,2.7677419185638428,142.6714845357453,0.0,0.0,0.0,270.853856291767,49.00005715963519,142.530029296875,-6.35156774520874,-0.028904037550091743,8.001937786828346,veri,0.0
8,0.0,0.0,0.0,-0.0018736161291599274,0.00010604885028442368,9.809993743896484,2.7677419185638428,142.6714845357453,0.0,0.0,0.0,270.853856291767,49.00005715963519,142.530029296875,-6.35156774520874,-0.028904037550091743,8.001937786828346,veri,0.0
9,0.0,0.0,0.0,-0.0018736161291599274,0.00010604885028442368,9.809993743896484,2.7677419185638428,142.6714845357453,0.0,0.0,0.0,270.853856291767,49.00005715963519,142.530029296875,-6.35156774520874,-0.028904037550091743,8.001937786828346,veri,0.0
10,0.0,0.0,0.0,-0.0018736161291599274,0.00010604885028442368,9.809993743896484,2.7677419185638428,142.6714845357453,0.0,0.0,0.0,270.853856291767,49.00005715963519,142.530029296875,-6.35156774520874,-0.028904037550091743,8.001937786828346,veri,0.0
11,0.0,0.0,0.0,-0.0018736161291599274,0.00010604885028442368,9.809993743896484,2.7677419185638428,142.6714845357453,0.0,0.0,0.0,270.853856291767,49.00005715963519,142.530029296875,-6.35156774520874,-0.028904037550091743,8.001937786828346,veri,0.0
12,0.0,0.0,0.0,-0.0018736161291599274,0.00010604885028442368,9.809993743896484,2.7677419185638428,142.6714845357453,0.0,0.0,0.0,270.853856291767,49.00005715963519,142.530029296875,-6.35156774520874,-0.028904037550091743,8.001937786828346,veri,0.0
13,0.0,0.0,0.0,-0.0018736161291599274,0.00010604885028442368,9.809993743896484,2.7677419185638428,142.6714845357453,0.0,0.0,0.0,270.853856291767,49.00005715963519,142.530029296875,-6.35156774520874,-0.028904037550091743,8.001937786828346,veri,0.0
14,0.0,0.0,0.0,0.0006249273428693414,-9.31120212044334e-06,9.810002326965332,2.7677419185638428,142.6714845357453,0.0,0.0,0.0,270.853856291767,49.00005715963519,142.530029296875,-6.35156774520874,-0.028904037550091743,8.001937786828346,veri,0.0
15,0.0,0.0,0.0,0.0006249273428693414,-9.31120212044334e-06,9.810002326965332,2.7677419185638428,142.6714845357453,0.0,0.0,0.0,270.853856291767,49.00005715963519,142.530029296875,-6.35156774520874,-0.028904037550091743,8.001937786828346,veri,0.0
16,0.0,0.0,0.0,0.0006249273428693414,-9.31120212044334e-06,9.810002326965332,2.7677419185638428,142.6714845357453,0.0,0.0,0.0,270.853856291767,49.00005715963519,142.530029296875,-6.35156774520874,-0.028904037550091743,8.001937786828346,veri,0.0
17,0.0,0.0,0.0,0.0006249273428693414,-9.31120212044334e-06,9.810002326965332,2.7677419185638428,142.6714845357453,0.0,0.0,0.0,270.853856291767,49.00005715963519,142.530029296875,-6.35156774520874,-0.028904037550091743,8.001937786828346,veri,0.0
18,0.0,0.0,0.0,0.0006249273428693414,-9.31120212044334e-06,9.810002326965332,2.7677419185638428,142.6714845357453,0.0,0.0,0.0,270.853856291767,49.00005715963519,142.530029296875,-6.35156774520874,-0.028904037550091743,8.001937786828346,veri,0.0
19,0.0,0.0,0.0,0.0006249273428693414,-9.31120212044334e-06,9.810002326965332,2.7677419185638428,142.6714845357453,0.0,0.0,0.0,270.853856291767,49.00005715963519,142.530029296875,-6.35156774520874,-0.028904037550091743,8.001937786828346,veri,0.0
20,0.0,0.0,0.0,0.0006249273428693414,-9.31120212044334e-06,9.810002326965332,2.7677419185638428,142.6714845357453,0.0,0.0,0.0,270.853856291767,49.00005715963519,142.530029296875,-6.35156774520874,-0.028904037550091743,8.001937786828346,veri,0.0
21,0.0,0.0,0.0,0.0006249273428693414,-9.31120212044334e-06,9.810002326965332,2.7677419185638428,142.6714845357453,0.0,0.0,0.0,270.853856291767,49.00005715963519,142.530029296875,-6.35156774520874,-0.028904037550091743,8.001937786828346,veri,0.0
22,0.0,0.0,0.0,0.0018736154306679964,-0.0001060486538335681,9.810007095336914,2.7677419185638428,142.6714845357453,0.0,0.0,0.0,270.853856291767,49.00005715963519,142.530029296875,-6.35156774520874,-0.028904037550091743,8.001937786828346,veri,0.0
